run_id,seed,arm,persona_id,quadrant,template,axis,slope,r5_minus_r1
persona.high_e_high_n.seed-3003.feedback_only,3003,feedback_only,persona.high_e_high_n,high_e_high_n,v1,joyful,0.0004866674542427063,0.00017702579498291016
persona.high_e_high_n.seed-3003.feedback_only,3003,feedback_only,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0006032615900039672,0.0014409124851226807
persona.high_e_high_n.seed-3003.feedback_only,3003,feedback_only,persona.high_e_high_n,high_e_high_n,v1,furious,-0.001462172344326973,0.0020290762186050415
persona.high_e_high_n.seed-3003.supportive,3003,supportive,persona.high_e_high_n,high_e_high_n,v1,joyful,0.0009146027266979217,0.0011677518486976624
persona.high_e_high_n.seed-3003.supportive,3003,supportive,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,-0.0007256239652633667,-0.004723295569419861
persona.high_e_high_n.seed-3003.supportive,3003,supportive,persona.high_e_high_n,high_e_high_n,v1,furious,-5.958527326583862e-05,0.0037947259843349457
persona.high_e_high_n.seed-3003.neutral,3003,neutral,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.0014706656336784362,-0.0067109838128089905
persona.high_e_high_n.seed-3003.neutral,3003,neutral,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,-0.0015925094485282898,-0.006980687379837036
persona.high_e_high_n.seed-3003.neutral,3003,neutral,persona.high_e_high_n,high_e_high_n,v1,furious,0.0015254989266395569,0.008364032953977585
persona.high_e_high_n.seed-3004.feedback_only,3004,feedback_only,persona.high_e_high_n,high_e_high_n,v1,joyful,0.0007968910038471221,0.0025613009929656982
persona.high_e_high_n.seed-3004.feedback_only,3004,feedback_only,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0024884968996047975,0.007787346839904785
persona.high_e_high_n.seed-3004.feedback_only,3004,feedback_only,persona.high_e_high_n,high_e_high_n,v1,furious,0.003183813765645027,0.014624860137701035
persona.high_e_high_n.seed-3004.supportive,3004,supportive,persona.high_e_high_n,high_e_high_n,v1,joyful,0.0003271706402301788,-0.001200944185256958
persona.high_e_high_n.seed-3004.supportive,3004,supportive,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0024390429258346557,0.004977047443389893
persona.high_e_high_n.seed-3004.supportive,3004,supportive,persona.high_e_high_n,high_e_high_n,v1,furious,0.003331407532095909,0.011642679572105408
persona.high_e_high_n.seed-3004.neutral,3004,neutral,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.0002594985067844391,-0.002150215208530426
persona.high_e_high_n.seed-3004.neutral,3004,neutral,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0005533382296562195,0.00036603212356567383
persona.high_e_high_n.seed-3004.neutral,3004,neutral,persona.high_e_high_n,high_e_high_n,v1,furious,0.004169465228915215,0.015361078083515167
persona.high_e_high_n.seed-3005.feedback_only,3005,feedback_only,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.0014862224459648132,-0.008389592170715332
persona.high_e_high_n.seed-3005.feedback_only,3005,feedback_only,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0036264508962631226,0.010467901825904846
persona.high_e_high_n.seed-3005.feedback_only,3005,feedback_only,persona.high_e_high_n,high_e_high_n,v1,furious,0.0023852728307247164,0.010968539863824844
persona.high_e_high_n.seed-3005.supportive,3005,supportive,persona.high_e_high_n,high_e_high_n,v1,joyful,1.4360249042510987e-05,-0.0033898204565048218
persona.high_e_high_n.seed-3005.supportive,3005,supportive,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0020633906126022337,0.002867668867111206
persona.high_e_high_n.seed-3005.supportive,3005,supportive,persona.high_e_high_n,high_e_high_n,v1,furious,0.003153388574719429,0.012546095997095108
persona.high_e_high_n.seed-3005.neutral,3005,neutral,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.002452351152896881,-0.011444836854934692
persona.high_e_high_n.seed-3005.neutral,3005,neutral,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0011637061834335327,0.001358523964881897
persona.high_e_high_n.seed-3005.neutral,3005,neutral,persona.high_e_high_n,high_e_high_n,v1,furious,0.0044956192374229435,0.017557989805936813
persona.high_e_high_n.seed-3006.feedback_only,3006,feedback_only,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.001207328587770462,-0.0071830153465271
persona.high_e_high_n.seed-3006.feedback_only,3006,feedback_only,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.004530026018619538,0.012979298830032349
persona.high_e_high_n.seed-3006.feedback_only,3006,feedback_only,persona.high_e_high_n,high_e_high_n,v1,furious,0.0036299895495176316,0.01845170371234417
persona.high_e_high_n.seed-3006.supportive,3006,supportive,persona.high_e_high_n,high_e_high_n,v1,joyful,0.0005353569984436035,-0.0004992559552192688
persona.high_e_high_n.seed-3006.supportive,3006,supportive,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.004891411960124969,0.014776825904846191
persona.high_e_high_n.seed-3006.supportive,3006,supportive,persona.high_e_high_n,high_e_high_n,v1,furious,0.002453039214015007,0.01090991124510765
persona.high_e_high_n.seed-3006.neutral,3006,neutral,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.0005542978644371033,-0.0026327669620513916
persona.high_e_high_n.seed-3006.neutral,3006,neutral,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.002727881073951721,0.007844343781471252
persona.high_e_high_n.seed-3006.neutral,3006,neutral,persona.high_e_high_n,high_e_high_n,v1,furious,0.003309804201126099,0.01306183636188507
persona.high_e_high_n.seed-3007.feedback_only,3007,feedback_only,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.0014862224459648132,-0.008389592170715332
persona.high_e_high_n.seed-3007.feedback_only,3007,feedback_only,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0036264508962631226,0.010467901825904846
persona.high_e_high_n.seed-3007.feedback_only,3007,feedback_only,persona.high_e_high_n,high_e_high_n,v1,furious,0.0023852728307247164,0.010968539863824844
persona.high_e_high_n.seed-3007.supportive,3007,supportive,persona.high_e_high_n,high_e_high_n,v1,joyful,1.4360249042510987e-05,-0.0033898204565048218
persona.high_e_high_n.seed-3007.supportive,3007,supportive,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0020633906126022337,0.002867668867111206
persona.high_e_high_n.seed-3007.supportive,3007,supportive,persona.high_e_high_n,high_e_high_n,v1,furious,0.003153388574719429,0.012546095997095108
persona.high_e_high_n.seed-3007.neutral,3007,neutral,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.002452351152896881,-0.011444836854934692
persona.high_e_high_n.seed-3007.neutral,3007,neutral,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0011637061834335327,0.001358523964881897
persona.high_e_high_n.seed-3007.neutral,3007,neutral,persona.high_e_high_n,high_e_high_n,v1,furious,0.0044956192374229435,0.017557989805936813
persona.high_e_high_n.seed-3008.feedback_only,3008,feedback_only,persona.high_e_high_n,high_e_high_n,v1,joyful,0.0006584823131561279,0.0023339316248893738
persona.high_e_high_n.seed-3008.feedback_only,3008,feedback_only,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,-0.0022036373615264893,-0.018682539463043213
persona.high_e_high_n.seed-3008.feedback_only,3008,feedback_only,persona.high_e_high_n,high_e_high_n,v1,furious,-0.002305988222360611,-0.012487765401601791
persona.high_e_high_n.seed-3008.supportive,3008,supportive,persona.high_e_high_n,high_e_high_n,v1,joyful,0.0015997245907783508,0.0045370012521743774
persona.high_e_high_n.seed-3008.supportive,3008,supportive,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,-0.002294602990150452,-0.01892229914665222
persona.high_e_high_n.seed-3008.supportive,3008,supportive,persona.high_e_high_n,high_e_high_n,v1,furious,-0.0003536228090524673,-0.004988960921764374
persona.high_e_high_n.seed-3008.neutral,3008,neutral,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.00017335712909698485,-4.986673593521118e-05
persona.high_e_high_n.seed-3008.neutral,3008,neutral,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,-0.003019678592681885,-0.01955839991569519
persona.high_e_high_n.seed-3008.neutral,3008,neutral,persona.high_e_high_n,high_e_high_n,v1,furious,-0.0011571548879146577,-0.01070588082075119
persona.high_e_high_n.seed-3009.feedback_only,3009,feedback_only,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.0008991725742816925,-0.003463253378868103
persona.high_e_high_n.seed-3009.feedback_only,3009,feedback_only,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0026504546403884888,0.008180111646652222
persona.high_e_high_n.seed-3009.feedback_only,3009,feedback_only,persona.high_e_high_n,high_e_high_n,v1,furious,0.004724400117993355,0.01779366284608841
persona.high_e_high_n.seed-3009.supportive,3009,supportive,persona.high_e_high_n,high_e_high_n,v1,joyful,0.0014807067811489106,0.003752090036869049
persona.high_e_high_n.seed-3009.supportive,3009,supportive,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0012903198599815368,-0.0008641183376312256
persona.high_e_high_n.seed-3009.supportive,3009,supportive,persona.high_e_high_n,high_e_high_n,v1,furious,0.004050596058368683,0.014687243849039078
persona.high_e_high_n.seed-3009.neutral,3009,neutral,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.0018035024404525757,-0.008724197745323181
persona.high_e_high_n.seed-3009.neutral,3009,neutral,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0011710911989212037,0.0025906413793563843
persona.high_e_high_n.seed-3009.neutral,3009,neutral,persona.high_e_high_n,high_e_high_n,v1,furious,0.005084884911775589,0.018717441707849503
persona.high_e_high_n.seed-3010.feedback_only,3010,feedback_only,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.0044605635106563565,-0.015417896211147308
persona.high_e_high_n.seed-3010.feedback_only,3010,feedback_only,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0023124262690544127,0.005981326103210449
persona.high_e_high_n.seed-3010.feedback_only,3010,feedback_only,persona.high_e_high_n,high_e_high_n,v1,furious,0.0074662543833255764,0.0285634845495224
persona.high_e_high_n.seed-3010.supportive,3010,supportive,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.004208680987358093,-0.01617179811000824
persona.high_e_high_n.seed-3010.supportive,3010,supportive,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0011553391814231873,0.0008470416069030762
persona.high_e_high_n.seed-3010.supportive,3010,supportive,persona.high_e_high_n,high_e_high_n,v1,furious,0.008313730731606484,0.031026646494865417
persona.high_e_high_n.seed-3010.neutral,3010,neutral,persona.high_e_high_n,high_e_high_n,v1,joyful,-0.005036410689353943,-0.018306531012058258
persona.high_e_high_n.seed-3010.neutral,3010,neutral,persona.high_e_high_n,high_e_high_n,v1,grief_stricken,0.0005702480673789978,-0.0011966675519943237
persona.high_e_high_n.seed-3010.neutral,3010,neutral,persona.high_e_high_n,high_e_high_n,v1,furious,0.010266450047492982,0.03838764876127243
persona.high_e_high_n.v2.seed-3001.feedback_only,3001,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0016377709805965423,-0.00901196151971817
persona.high_e_high_n.v2.seed-3001.feedback_only,3001,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0035631448030471803,0.009702667593955994
persona.high_e_high_n.v2.seed-3001.feedback_only,3001,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.002469839155673981,0.01159742847084999
persona.high_e_high_n.v2.seed-3001.supportive,3001,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.000209229439496994,-0.004456669092178345
persona.high_e_high_n.v2.seed-3001.supportive,3001,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0019311189651489257,0.0019316524267196655
persona.high_e_high_n.v2.seed-3001.supportive,3001,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.003303282707929611,0.013339851051568985
persona.high_e_high_n.v2.seed-3001.neutral,3001,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0026379838585853578,-0.012355618178844452
persona.high_e_high_n.v2.seed-3001.neutral,3001,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0011806339025497437,0.0009967833757400513
persona.high_e_high_n.v2.seed-3001.neutral,3001,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.004586095735430717,0.018141087144613266
persona.high_e_high_n.v2.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0016377709805965423,-0.00901196151971817
persona.high_e_high_n.v2.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0035631448030471803,0.009702667593955994
persona.high_e_high_n.v2.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.002469839155673981,0.01159742847084999
persona.high_e_high_n.v2.seed-3002.supportive,3002,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.000209229439496994,-0.004456669092178345
persona.high_e_high_n.v2.seed-3002.supportive,3002,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0019311189651489257,0.0019316524267196655
persona.high_e_high_n.v2.seed-3002.supportive,3002,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.003303282707929611,0.013339851051568985
persona.high_e_high_n.v2.seed-3002.neutral,3002,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0026379838585853578,-0.012355618178844452
persona.high_e_high_n.v2.seed-3002.neutral,3002,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0011806339025497437,0.0009967833757400513
persona.high_e_high_n.v2.seed-3002.neutral,3002,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.004586095735430717,0.018141087144613266
persona.high_e_high_n.v2.seed-3003.feedback_only,3003,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,0.00014201700687408448,-0.001060299575328827
persona.high_e_high_n.v2.seed-3003.feedback_only,3003,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0006729587912559509,0.0012254565954208374
persona.high_e_high_n.v2.seed-3003.feedback_only,3003,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,furious,-0.0009661499410867691,0.003842812031507492
persona.high_e_high_n.v2.seed-3003.supportive,3003,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,0.0005169585347175598,-0.0005084648728370667
persona.high_e_high_n.v2.seed-3003.supportive,3003,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,-0.0007064372301101684,-0.0052360594272613525
persona.high_e_high_n.v2.seed-3003.supportive,3003,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.00046233758330345155,0.005774501711130142
persona.high_e_high_n.v2.seed-3003.neutral,3003,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0018151067197322845,-0.008148886263370514
persona.high_e_high_n.v2.seed-3003.neutral,3003,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,-0.001441393792629242,-0.006887316703796387
persona.high_e_high_n.v2.seed-3003.neutral,3003,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.0019091233611106873,0.009990345686674118
persona.high_e_high_n.v2.seed-3004.feedback_only,3004,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0012856148183345794,-0.006643667817115784
persona.high_e_high_n.v2.seed-3004.feedback_only,3004,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0032296866178512574,0.008281320333480835
persona.high_e_high_n.v2.seed-3004.feedback_only,3004,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.0029969457536935806,0.014142829924821854
persona.high_e_high_n.v2.seed-3004.supportive,3004,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,8.842125535011292e-05,-0.0036686062812805176
persona.high_e_high_n.v2.seed-3004.supportive,3004,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.001753629744052887,0.003205627202987671
persona.high_e_high_n.v2.seed-3004.supportive,3004,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.0035549096763134004,0.01347256451845169
persona.high_e_high_n.v2.seed-3004.neutral,3004,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.00045919492840766906,-0.003294236958026886
persona.high_e_high_n.v2.seed-3004.neutral,3004,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0005068749189376831,-0.00018280744552612305
persona.high_e_high_n.v2.seed-3004.neutral,3004,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.004263437911868095,0.016072344034910202
persona.high_e_high_n.v2.seed-3005.feedback_only,3005,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0016377709805965423,-0.00901196151971817
persona.high_e_high_n.v2.seed-3005.feedback_only,3005,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0035631448030471803,0.009702667593955994
persona.high_e_high_n.v2.seed-3005.feedback_only,3005,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.002469839155673981,0.01159742847084999
persona.high_e_high_n.v2.seed-3005.supportive,3005,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.000209229439496994,-0.004456669092178345
persona.high_e_high_n.v2.seed-3005.supportive,3005,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0019311189651489257,0.0019316524267196655
persona.high_e_high_n.v2.seed-3005.supportive,3005,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.003303282707929611,0.013339851051568985
persona.high_e_high_n.v2.seed-3005.neutral,3005,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0026379838585853578,-0.012355618178844452
persona.high_e_high_n.v2.seed-3005.neutral,3005,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0011806339025497437,0.0009967833757400513
persona.high_e_high_n.v2.seed-3005.neutral,3005,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.004586095735430717,0.018141087144613266
persona.high_e_high_n.v2.seed-3006.feedback_only,3006,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0013868555426597596,-0.008005201816558838
persona.high_e_high_n.v2.seed-3006.feedback_only,3006,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.004705898463726044,0.013464510440826416
persona.high_e_high_n.v2.seed-3006.feedback_only,3006,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.0035598773509263994,0.01798027753829956
persona.high_e_high_n.v2.seed-3006.supportive,3006,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,0.00037393867969512937,-0.0013493970036506653
persona.high_e_high_n.v2.seed-3006.supportive,3006,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.004985111951828003,0.015141099691390991
persona.high_e_high_n.v2.seed-3006.supportive,3006,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.0025069527328014374,0.011088021099567413
persona.high_e_high_n.v2.seed-3006.neutral,3006,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0008421942591667175,-0.004011236131191254
persona.high_e_high_n.v2.seed-3006.neutral,3006,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.002762070298194885,0.0077887773513793945
persona.high_e_high_n.v2.seed-3006.neutral,3006,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.003323720768094063,0.013091307133436203
persona.high_e_high_n.v2.seed-3007.feedback_only,3007,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0016377709805965423,-0.00901196151971817
persona.high_e_high_n.v2.seed-3007.feedback_only,3007,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0035631448030471803,0.009702667593955994
persona.high_e_high_n.v2.seed-3007.feedback_only,3007,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.002469839155673981,0.01159742847084999
persona.high_e_high_n.v2.seed-3007.supportive,3007,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0007581271231174469,-0.0068782418966293335
persona.high_e_high_n.v2.seed-3007.supportive,3007,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.002502423524856567,0.004999488592147827
persona.high_e_high_n.v2.seed-3007.supportive,3007,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.00320923812687397,0.012767579406499863
persona.high_e_high_n.v2.seed-3007.neutral,3007,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0031592711806297303,-0.014788910746574402
persona.high_e_high_n.v2.seed-3007.neutral,3007,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0018508702516555787,0.004399731755256653
persona.high_e_high_n.v2.seed-3007.neutral,3007,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.004384591430425644,0.017059165984392166
persona.high_e_high_n.v2.seed-3008.feedback_only,3008,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,0.0006487734615802764,0.002420760691165924
persona.high_e_high_n.v2.seed-3008.feedback_only,3008,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,-0.0019474387168884276,-0.017850250005722046
persona.high_e_high_n.v2.seed-3008.feedback_only,3008,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,furious,-0.0022338926792144775,-0.0119212307035923
persona.high_e_high_n.v2.seed-3008.supportive,3008,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,0.0015138216316699983,0.004158586263656616
persona.high_e_high_n.v2.seed-3008.supportive,3008,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,-0.0022232115268707277,-0.0188400000333786
persona.high_e_high_n.v2.seed-3008.supportive,3008,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,furious,-0.00020417198538780212,-0.004197422415018082
persona.high_e_high_n.v2.seed-3008.neutral,3008,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.00028231143951416013,-0.0005772560834884644
persona.high_e_high_n.v2.seed-3008.neutral,3008,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,-0.0029002636671066283,-0.01940770447254181
persona.high_e_high_n.v2.seed-3008.neutral,3008,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,furious,-0.0009919453412294387,-0.009749118238687515
persona.high_e_high_n.v2.seed-3009.feedback_only,3009,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0010235682129859924,-0.003916822373867035
persona.high_e_high_n.v2.seed-3009.feedback_only,3009,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0025331437587738036,0.007408738136291504
persona.high_e_high_n.v2.seed-3009.feedback_only,3009,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.004644825682044029,0.01770734414458275
persona.high_e_high_n.v2.seed-3009.supportive,3009,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,0.0013582445681095123,0.0033411905169487
persona.high_e_high_n.v2.seed-3009.supportive,3009,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.001216597855091095,-0.001357927918434143
persona.high_e_high_n.v2.seed-3009.supportive,3009,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.00411887988448143,0.015273109078407288
persona.high_e_high_n.v2.seed-3009.neutral,3009,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.0019327081739902497,-0.009336717426776886
persona.high_e_high_n.v2.seed-3009.neutral,3009,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.0010853946208953858,0.001878395676612854
persona.high_e_high_n.v2.seed-3009.neutral,3009,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.005074688047170639,0.018955066800117493
persona.high_e_high_n.v2.seed-3010.feedback_only,3010,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.004823809862136841,-0.016839735209941864
persona.high_e_high_n.v2.seed-3010.feedback_only,3010,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.00206003338098526,0.005054011940956116
persona.high_e_high_n.v2.seed-3010.feedback_only,3010,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.0075374733656644825,0.02880062907934189
persona.high_e_high_n.v2.seed-3010.supportive,3010,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,joyful,-0.004751439392566681,-0.018200576305389404
persona.high_e_high_n.v2.seed-3010.supportive,3010,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,grief_stricken,0.000915701687335968,-7.045269012451172e-05
persona.high_e_high_n.v2.seed-3010.supportive,3010,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,furious,0.008375154808163643,0.03135569393634796
