seed,axis,contrast,overall_slope,extraversion_slope,neuroticism_slope,interaction_slope,overall_r5_minus_r1,extraversion_r5_minus_r1,neuroticism_r5_minus_r1,interaction_r5_minus_r1
3008,grief_stricken,supportive_minus_neutral,0.000671914964914322,6.020019451777114e-05,2.6734670003255234e-05,3.061890602111788e-05,0.0004138549168904623,0.00044662753740946464,1.5214085578918498e-05,2.483526865641457e-07
3009,grief_stricken,supportive_minus_neutral,0.0003253680964310964,0.00013757993777592975,-7.347762584686277e-05,1.4777978261311907e-05,-0.0020774553219477334,0.0007959355910619099,-0.00045210619767506953,0.00011450052261352539
3010,grief_stricken,supportive_minus_neutral,0.0005071761707464854,0.00010862996180852251,3.9710104465484614e-05,1.3758738835652489e-06,0.0016789572934309642,0.0004562363028526303,0.00018009295066197728,2.5118390719095938e-05
3001,grief_stricken,supportive_minus_feedback_only,-0.0015674701581398645,-2.7410934368769487e-05,1.5946974356969212e-05,-2.528578042984e-05,-0.007589234660069148,-0.0001180196801821385,1.8867353598276196e-05,-0.00016415615876515677
3002,grief_stricken,supportive_minus_feedback_only,-0.0015674701581398645,-2.7410934368769487e-05,1.5946974356969212e-05,-2.528578042984e-05,-0.007589234660069148,-0.0001180196801821385,1.8867353598276196e-05,-0.00016415615876515677
3003,grief_stricken,supportive_minus_feedback_only,-0.0013262538860241571,-0.0001069384316603341,9.376580516497299e-05,4.598995049794486e-06,-0.006178113321463267,-0.0003757079442342128,0.0002240786949793492,3.8743019104004774e-05
3004,grief_stricken,supportive_minus_feedback_only,-0.0009007285038630168,0.0006054043769836425,9.846091270446775e-05,0.00017547607421875,-0.004314831147591273,0.0007855917016665135,0.00046025961637497035,0.0007946838935216265
3005,grief_stricken,supportive_minus_feedback_only,-0.0015674701581398645,-2.7410934368769487e-05,1.5946974356969212e-05,-2.528578042984e-05,-0.007589234660069148,-0.0001180196801821385,1.8867353598276196e-05,-0.00016415615876515677
3006,grief_stricken,supportive_minus_feedback_only,0.00039086292187372835,-7.993330558141124e-05,-3.443161646524671e-06,-2.2722283999124758e-05,0.0019965581595897675,-0.00024098902940750122,-0.00010364005963007638,-1.2611349423726544e-05
3007,grief_stricken,supportive_minus_feedback_only,-0.0013834301382303238,0.00034066910545031215,-0.00016169821222623186,-0.00038057615359624215,-0.006601745883623759,0.0018569578727086387,-0.0009334981441497803,-0.0020688871542612714
3008,grief_stricken,supportive_minus_feedback_only,-0.0001694037268559138,-8.305038015047718e-05,0.0001364332934220631,-9.068499008814529e-05,-0.0005989025036493938,-0.0003962169090906779,0.0006212989489237468,-0.0004911522070566814
3009,grief_stricken,supportive_minus_feedback_only,-0.001381596177816391,-4.0524204572041714e-05,2.47423847516379e-05,-6.893873214721671e-05,-0.008393723517656326,-0.00010610371828079224,2.9933949311575746e-05,-0.00024502972761790073
3010,grief_stricken,supportive_minus_feedback_only,-0.001124632979432742,-1.1981775363286372e-05,-1.3037274281183951e-05,-4.80865438779194e-05,-0.005092252045869827,-8.035451173782349e-05,4.76067264874769e-05,-0.00014829138914744001
3001,furious,neutral_minus_feedback_only,0.0020486505702137945,0.00015253648161888149,-3.2112871607144905e-05,1.8947819868723754e-05,0.006300250068306923,0.0006774216890335083,-8.779391646385193e-05,0.00015339255332946777
3002,furious,neutral_minus_feedback_only,0.0020486505702137945,0.00015253648161888149,-3.2112871607144905e-05,1.8947819868723754e-05,0.006300250068306923,0.0006774216890335083,-8.779391646385193e-05,0.00015339255332946777
3003,furious,neutral_minus_feedback_only,0.0028587510188420612,0.00011655129492282846,-2.2126485904057792e-05,7.410620649655683e-05,0.005968771254022916,0.0004728237787882481,-0.00012034301956494707,0.00036588807900746634
3004,furious,neutral_minus_feedback_only,0.0010695834333697954,-7.75816539923355e-06,-1.2405465046564463e-05,6.137539943059322e-05,0.0011097450430194538,0.00010033138096332561,2.7190273006757245e-05,0.0003197354574998219
3005,furious,neutral_minus_feedback_only,0.0020486505702137945,0.00015253648161888149,-3.2112871607144905e-05,1.8947819868723754e-05,0.006300250068306923,0.0006774216890335083,-8.779391646385193e-05,0.00015339255332946777
3006,furious,neutral_minus_feedback_only,-0.00028645588705937075,2.347777287165325e-05,6.604902446269979e-05,-2.005348602930699e-05,-0.005318153804788987,0.0002740959947307906,0.0003355067844192181,-0.0001275086154540377
3007,furious,neutral_minus_feedback_only,0.0020023309625685215,5.989726632833498e-05,-6.64175798495599e-06,6.989004711310115e-05,0.0060473090658585225,0.0001715396841367083,5.744770169258074e-05,0.000443875789642334
3008,furious,neutral_minus_feedback_only,0.001174404906729857,0.00011662592490514127,-3.520684937636056e-05,3.4503142038981235e-05,0.0019290217508872352,0.0004978689054648083,-0.0001032638053099314,0.00023116916418075562
3009,furious,neutral_minus_feedback_only,0.0009562345221638681,9.895289937655156e-05,-0.00011899831394354525,8.787562449773126e-05,0.00288518766562144,0.0004926323890686037,-0.000510235627492269,0.00041262805461883545
3010,furious,neutral_minus_feedback_only,0.0026508983845512073,8.590941627820343e-05,-8.535136779149041e-06,8.443767825762468e-05,0.009250031473735968,0.0004488533983627958,-0.0001551986982425051,0.0003494955599308031
3001,furious,supportive_minus_neutral,-0.0013093440793454647,-6.788838654756544e-05,4.954356700181972e-05,-2.0865475138028217e-05,-0.0048521704350908594,-0.0003969551374514899,0.0002613322188456859,-7.574881116549203e-05
3002,furious,supportive_minus_neutral,-0.0013093440793454647,-6.788838654756544e-05,4.954356700181972e-05,-2.0865475138028217e-05,-0.0048521704350908594,-0.0003969551374514899,0.0002613322188456859,-7.574881116549203e-05
3003,furious,supportive_minus_neutral,-0.0015334112259248892,-1.9190025826295405e-05,4.5242470999558825e-05,-1.4262273907661655e-05,-0.004494990222156048,-0.00014418798188368552,0.00033904177447160013,-0.00011427327990531921
3004,furious,supportive_minus_neutral,-0.0007946324845155079,-0.00012036984165509534,8.304578562577571e-05,-4.4259180625279976e-05,-0.003073017423351606,-0.001121727128823598,0.0003501586616039274,-0.00032589336236317967
3005,furious,supportive_minus_neutral,-0.0013093440793454647,-6.788838654756544e-05,4.954356700181972e-05,-2.0865475138028217e-05,-0.0048521704350908594,-0.0003969551374514899,0.0002613322188456859,-7.574881116549203e-05
3006,furious,supportive_minus_neutral,-0.0008476851508021356,-2.1862611174583533e-05,6.450588504473527e-06,-4.637216528256751e-05,-0.0020166700705885887,-0.0003296739111344015,2.4103249112765175e-05,-0.00018563742438952114
3007,furious,supportive_minus_neutral,-0.001294847670942545,-3.8895569741725857e-05,5.637065817912419e-05,-7.21129278341906e-06,-0.004786514366666475,-0.00026564300060272173,0.00029990325371424386,1.3932585716247559e-06
3008,furious,supportive_minus_neutral,0.0007777866907417775,1.4207822581132246e-05,-4.529270033041687e-06,-3.863958021004996e-05,0.005583483415345351,1.3525908191999378e-05,-9.031966328620477e-06,-0.00016461933652559945
3009,furious,supportive_minus_neutral,-0.0011507829961677394,-7.580226908127455e-05,0.00015608053654432303,-5.7604163885113975e-06,-0.004404725196460883,-0.0003662525365749998,0.0007117471347252531,-2.6465704043706836e-05
3010,furious,supportive_minus_neutral,-0.0018792516862352689,-6.821254889170488e-06,3.8067499796548467e-06,-3.6573658386866974e-05,-0.007081476350625356,-1.4810512463251171e-05,9.944414099057573e-05,-0.0001540333032608041
3001,furious,supportive_minus_feedback_only,0.00073930649086833,8.464809507131567e-05,1.7430695394674814e-05,-1.91765526930468e-06,0.0014480796332160633,0.0002804665515820185,0.00017353830238183354,7.764374216397596e-05
3002,furious,supportive_minus_feedback_only,0.00073930649086833,8.464809507131567e-05,1.7430695394674814e-05,-1.91765526930468e-06,0.0014480796332160633,0.0002804665515820185,0.00017353830238183354,7.764374216397596e-05
3003,furious,supportive_minus_feedback_only,0.001325339792917172,9.736126909653338e-05,2.311598509550125e-05,5.9843932588895176e-05,0.0014737810318668685,0.000328635796904564,0.00021869875490665447,0.00025161479910214756
3004,furious,supportive_minus_feedback_only,0.0002749509488542875,-0.0001281280070543289,7.064032057921109e-05,1.7116218805313024e-05,-0.001963272380332152,-0.0010213957478602724,0.00037734893461068475,-6.157904863357544e-06
3005,furious,supportive_minus_feedback_only,0.00073930649086833,8.464809507131567e-05,1.7430695394674814e-05,-1.91765526930468e-06,0.0014480796332160633,0.0002804665515820185,0.00017353830238183354,7.764374216397596e-05
3006,furious,supportive_minus_feedback_only,-0.0011341410378615064,1.6151616970696376e-06,7.24996129671735e-05,-6.642565131187439e-05,-0.007334823875377576,-5.557791640361208e-05,0.00035961003353198384,-0.00031314603984356013
3007,furious,supportive_minus_feedback_only,0.0007074832916259766,2.1001696586608963e-05,4.972890019416809e-05,6.267875432968187e-05,0.0012607946991920471,-9.410331646601355e-05,0.0003573509554068248,0.00044526904821395863
3008,furious,supportive_minus_feedback_only,0.0019521915974716345,0.00013083374748627309,-3.9736119409402356e-05,-4.136438171068943e-06,0.007512505166232586,0.0005113948136568074,-0.00011229577163855307,6.654982765515703e-05
3009,furious,supportive_minus_feedback_only,-0.0001945484740038712,2.3150630295276902e-05,3.7082222600778e-05,8.211520810921975e-05,-0.0015195375308394432,0.00012637985249360395,0.00020151150723298383,0.00038616235057512926
3010,furious,supportive_minus_feedback_only,0.0007716466983159383,7.908816138903294e-05,-4.728386799494194e-06,4.786401987075771e-05,0.0021685551231106124,0.000434042885899544,-5.575455725193024e-05,0.00019546225666999839
